Ti,Nb,Zr,Sn,Modulus,Ms,e/a ratio,Bo,Md,Mo eq.,Bo + Md,Yield Strength (MPa),Hardness (HV),Elongation (%),Corrosion Resistance,Inferred_Phase,Fabrication Method,Heat Treatment,Cooling Rate
69,17,9,5,53.42905407,468.1346241,4.103656947,2.826476081,2.463554398,10.49,5.290030479,705,449,13.48743235,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
68,17,9,6,49.7537932,420.5543888,4.10439425,2.824298909,2.462004478,10.79,5.286303387,717,385,6.54015461,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
67,17,9,7,46.93502171,372.8836536,4.105142116,2.822090542,2.460432352,11.09,5.282522894,729,435,8.184054908,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
66,17,9,8,45.06493812,325.9216413,4.105900775,2.819850307,2.458837538,11.39,5.278687845,741,469,12.99466111,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
65,17,9,9,44.09315863,280.6053538,4.106670462,2.817577507,2.457219542,11.69,5.27479705,753,402,9.493478994,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
64,17,9,10,43.88553766,237.9506543,4.107451419,2.815271429,2.455577855,11.99,5.270849284,765,418,10.69420031,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
63,17,9,11,44.27962923,198.9747599,4.108243895,2.812931334,2.453911952,12.29,5.266843286,777,384,14.3653836,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
62,17,9,12,45.12121569,164.6123096,4.109048148,2.810556466,2.452221294,12.59,5.26277776,789,468,9.631872302,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
69,17,10,4,54.70058404,491.9061691,4.103508116,2.830675138,2.468204018,10.66,5.298879156,703,354,11.42335921,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
68,17,10,5,50.74424754,444.7705587,4.104243295,2.828530938,2.466689364,10.96,5.295220303,715,362,6.922159949,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
67,17,10,6,47.56621458,397.6101664,4.104988993,2.826356062,2.465153041,11.26,5.291509102,727,421,8.502189253,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
66,17,10,7,45.32067828,351.2316552,4.105745435,2.824149845,2.463594579,11.56,5.287744424,739,354,10.46133654,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
65,17,10,8,44.00297169,306.5744663,4.106512858,2.821911607,2.462013497,11.86,5.283925103,751,454,13.15071063,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
64,17,10,9,43.50219188,264.6506832,4.1072915,2.819640644,2.460409298,12.16,5.280049941,763,389,8.159684361,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
63,17,10,10,43.66084527,226.4672582,4.108081611,2.817336233,2.458781472,12.46,5.276117705,775,474,9.038836983,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
62,17,10,11,44.31896846,192.9429089,4.108883445,2.814997631,2.457129493,12.76,5.272127124,787,372,9.760211978,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
61,17,10,12,45.33784737,164.8339826,4.109697265,2.81262407,2.45545282,13.06,5.26807689,799,400,12.41617845,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
68,17,11,4,51.87055613,470.3886202,4.104092776,2.832750747,2.471360721,11.13,5.304111468,713,460,6.393554652,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
67,17,11,5,48.35539636,423.7307263,4.104836314,2.830609175,2.46986,11.43,5.300469174,725,479,7.268630281,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
66,17,11,6,45.73509793,377.9236408,4.105590551,2.828436789,2.468337684,11.73,5.296774473,737,362,6.525478795,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
65,17,11,7,44.05817066,333.9081944,4.106355718,2.826232918,2.466793306,12.03,5.293026223,749,433,9.185273401,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
64,17,11,8,43.24504567,292.691708,4.107132057,2.823996873,2.465226381,12.33,5.289223254,761,496,7.129616669,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
63,17,11,9,43.14895685,255.2700751,4.107919812,2.821727944,2.463636413,12.63,5.285364356,773,392,5.598543301,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
62,17,11,10,43.60715917,222.5455733,4.108719238,2.8194254,2.462022889,12.93,5.281448289,785,427,5.900310229,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
61,17,11,11,44.47183423,195.2545097,4.109530596,2.81708849,2.460385282,13.23,5.277473771,797,466,13.86027309,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
60,17,11,12,45.62301938,173.9164839,4.110354156,2.814716436,2.458723048,13.53,5.273439485,809,350,9.845337684,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
67,17,12,4,49.29629651,451.2166027,4.104684079,2.834849936,2.474553288,11.6,5.309403224,723,397,10.44850813,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
66,17,12,5,46.30901729,405.9612743,4.105436119,2.832711192,2.473066915,11.9,5.305778108,735,485,11.87000466,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
65,17,12,6,44.26360998,362.5621993,4.106199042,2.830541497,2.471559032,12.2,5.302100529,747,374,11.54303214,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
64,17,12,7,43.12022081,322.0210187,4.106973086,2.828340173,2.470029168,12.5,5.298369342,759,448,14.68379735,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
63,17,12,8,42.7496136,285.3218613,4.107758497,2.826106525,2.468476839,12.8,5.294583364,771,443,5.881283269,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
62,17,12,9,42.99020832,253.3501547,4.108555526,2.823839835,2.466901547,13.1,5.290741382,783,461,7.89943216,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
61,17,12,10,43.68661615,226.8220755,4.109364433,2.821539364,2.465302778,13.4,5.286842141,795,356,13.90335449,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
60,17,12,11,44.70839694,206.2359878,4.110185487,2.819204351,2.463680003,13.7,5.282884354,807,473,11.27735521,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
59,17,12,12,45.95494764,191.8516989,4.111018961,2.816834013,2.462032678,14,5.278866691,819,468,14.41195411,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
74,18,4,4,68.93327111,612.989083,4.106614671,2.820685305,2.449864596,8.12,5.270549901,658,395,7.528164064,No,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
73,18,4,5,65.17875325,571.4467634,4.107351168,2.818530843,2.448264752,8.42,5.266795594,670,491,7.758519004,No,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
72,18,4,6,60.96658426,528.2163556,4.108097911,2.816346407,2.44664265,8.72,5.262989057,682,401,6.162729054,No,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
71,18,4,7,56.70373164,483.2713622,4.108855116,2.814131368,2.444997824,9.02,5.259129192,694,364,13.62362476,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
70,18,4,8,52.82857099,436.6630697,4.109623004,2.811885078,2.443329792,9.32,5.25521487,706,386,10.41240495,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
69,18,4,9,49.6944621,388.5566977,4.110401802,2.809606872,2.441638059,9.62,5.251244931,718,361,7.394609767,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
68,18,4,10,47.49456773,339.2666552,4.111191745,2.807296064,2.439922117,9.92,5.247218181,730,374,12.1385101,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
67,18,4,11,46.25582348,289.2838255,4.111993074,2.804951949,2.438181442,10.22,5.243133391,742,362,7.960216403,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
66,18,4,12,45.88447201,239.2865578,4.112806037,2.802573802,2.436415496,10.52,5.238989298,754,354,11.29684135,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
73,18,5,4,66.37871376,587.2864067,4.107200403,2.822649242,2.452834177,8.59,5.27548342,668,448,9.879414372,No,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
72,18,5,5,62.26826756,544.2810341,4.107945042,2.820496503,2.45124611,8.89,5.271742613,680,495,6.920144614,No,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
71,18,5,6,57.94625306,499.5783781,4.1087001,2.818313648,2.449635827,9.19,5.267949474,692,442,9.303712193,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
70,18,5,7,53.85416932,453.2396106,4.109465794,2.81610004,2.448002857,9.49,5.264102897,704,443,10.93811842,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
69,18,5,8,50.38878811,405.4423896,4.110242352,2.813855025,2.446346719,9.79,5.260201744,716,465,12.35228219,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
68,18,5,9,47.80605824,356.5154012,4.111030007,2.81157793,2.444666915,10.09,5.256244845,728,398,10.3611838,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
67,18,5,10,46.1899264,306.9643055,4.111828998,2.809268062,2.442962935,10.39,5.252230997,740,448,9.899842835,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
66,18,5,11,45.48336288,257.4808345,4.112639572,2.806924709,2.441234253,10.69,5.248158962,752,460,7.95951763,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
65,18,5,12,45.54758114,208.9277724,4.113461983,2.804547137,2.439480328,10.99,5.244027465,764,392,13.99156314,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
72,18,6,4,63.57097463,561.5661565,4.107792606,2.824634878,2.455836568,9.06,5.280471446,678,495,8.984403954,No,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
71,18,6,5,59.25206122,517.1248856,4.108545524,2.822484033,2.454260639,9.36,5.276744671,690,452,11.35800303,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
70,18,6,6,54.99867026,471.0754262,4.109309035,2.820302929,2.452662538,9.66,5.272965468,702,446,8.267768926,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
69,18,6,7,51.23802828,423.6077316,4.110083363,2.818090925,2.451041797,9.96,5.269132722,714,392,10.22891603,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
68,18,6,8,48.28507734,375.0644414,4.110868739,2.815847358,2.44939793,10.26,5.265245287,726,485,14.8154684,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
67,18,6,9,46.28541345,325.9654463,4.111665403,2.813571548,2.447730438,10.56,5.261301985,738,363,8.475732956,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
66,18,6,10,45.22688522,277.01508,4.112473598,2.811262795,2.446038808,10.86,5.257301603,750,402,9.531251866,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
65,18,6,11,44.99322426,229.0849576,4.113293578,2.808920378,2.444322513,11.16,5.253242892,762,413,13.13445958,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
64,18,6,12,45.42333625,183.1693308,4.114125601,2.806543556,2.44258101,11.46,5.249124566,774,466,11.68144962,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
71,18,7,4,60.5972489,535.9631372,4.108391388,2.826642574,2.458872316,9.53,5.285514889,688,358,6.761102096,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
70,18,7,5,56.24254034,490.2200025,4.109152724,2.824493799,2.457308893,9.83,5.281802692,700,420,12.21361997,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
69,18,7,6,52.23081004,443.0990551,4.109924831,2.822314625,2.455723352,10.13,5.278037977,712,387,5.553470301,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
68,18,7,7,48.92858012,394.9565024,4.110707939,2.820104401,2.454115221,10.43,5.274219622,724,483,10.48238272,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
67,18,7,8,46.54515062,346.325857,4.111502285,2.817862461,2.452484012,10.73,5.270346472,736,435,13.0469693,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
66,18,7,9,45.12077705,297.92322,4.112308113,2.815588115,2.450829225,11.03,5.26641734,748,493,14.37406285,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
65,18,7,10,44.56966869,250.6280196,4.113125672,2.813280657,2.449150347,11.33,5.262431003,760,435,14.04999615,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
64,18,7,11,44.7409318,205.4365388,4.113955222,2.810939357,2.447446845,11.63,5.258386202,772,464,12.20831359,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
63,18,7,12,45.46900025,163.3916618,4.114797028,2.808563466,2.445718176,11.93,5.254281643,784,389,8.855612826,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
70,18,8,4,57.56400723,510.7150574,4.10899686,2.828672699,2.461941978,10,5.290614678,698,403,10.04281786,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
69,18,8,5,53.35256554,463.9542759,4.109766755,2.826526176,2.460391443,10.3,5.28691762,710,461,13.3318594,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
68,18,8,6,49.73067825,416.2252235,4.110547605,2.824349114,2.458818848,10.6,5.283167962,722,352,13.27801821,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
67,18,8,7,46.97021753,368.07437,4.111339643,2.822140856,2.457223719,10.9,5.279364574,734,479,14.14991953,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
66,18,8,8,45.17005096,320.228703,4.112143113,2.819900726,2.455605567,11.2,5.275506293,746,354,5.31180216,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
65,18,8,9,44.28317277,273.5744196,4.112958264,2.81762803,2.453963891,11.5,5.271591921,758,435,5.56700715,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
64,18,8,10,44.17551053,229.1087242,4.113785351,2.815322052,2.452298174,11.8,5.267620226,770,388,5.024373478,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
63,18,8,11,44.68236799,187.8686395,4.11462464,2.812982056,2.450607885,12.1,5.263589941,782,500,12.68356646,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
62,18,8,12,45.64603741,150.8469931,4.115476403,2.810607284,2.448892474,12.4,5.259499758,794,353,8.698759589,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
69,18,9,4,54.58571192,486.2011342,4.109609134,2.830725633,2.465046128,10.47,5.295771761,708,377,12.74632791,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
68,18,9,5,50.68238794,438.8934116,4.110387734,2.82858155,2.463508871,10.77,5.29209042,720,453,13.98095071,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
67,18,9,6,47.55949619,391.2283212,4.111177475,2.826406787,2.461949618,11.07,5.288356406,732,426,10.85873777,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
66,18,9,7,45.37865134,343.9428203,4.111978598,2.824200683,2.460367894,11.37,5.284568578,744,394,11.86815667,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
65,18,9,8,44.139784,297.9288151,4.11279135,2.821962555,2.45876321,11.67,5.280725765,756,373,8.439185611,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
64,18,9,9,43.733163,254.1833322,4.113615986,2.8196917,2.457135061,11.97,5.276826761,768,362,10.83535914,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
63,18,9,10,43.99978411,213.7365223,4.114452769,2.817387396,2.45548293,12.27,5.272870325,780,477,6.564036031,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
62,18,9,11,44.77659983,177.5679405,4.11530197,2.815048897,2.453806282,12.57,5.268855178,792,416,11.77254135,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
61,18,9,12,45.92112832,146.5252977,4.116163866,2.812675437,2.452104568,12.87,5.264780004,804,446,9.10919233,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Fast
68,18,10,4,51.77150621,462.9713222,4.110228325,2.832801761,2.468185348,10.94,5.300987109,718,451,11.25836773,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
67,18,10,5,48.30928089,415.7918863,4.111015779,2.83066031,2.466661771,11.24,5.297322082,730,454,10.3296299,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
66,18,10,6,45.74906577,369.0631122,4.111814565,2.828488043,2.46511627,11.54,5.293604313,742,453,7.223413378,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
65,18,10,7,44.14508785,323.6815529,4.112624929,2.826284289,2.463548366,11.84,5.289832656,754,491,8.886322589,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
64,18,10,8,43.42012032,280.6429841,4.113447124,2.82404836,2.46195757,12.14,5.28600593,766,398,5.674367378,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
63,18,10,9,43.42674559,240.9697256,4.114281413,2.821779544,2.460343377,12.44,5.282122921,778,462,8.705303787,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
62,18,10,10,43.99963722,205.6273297,4.115128063,2.819477111,2.458705266,12.74,5.278182377,790,414,12.17442845,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
61,18,10,11,44.9874547,175.4447761,4.115987351,2.817140309,2.457042703,13.04,5.274183011,802,350,14.84407284,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
60,18,10,12,46.26641959,151.0518051,4.116859563,2.814768361,2.455355135,13.34,5.270123496,814,466,7.302989423,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
67,18,11,4,49.21294708,441.7545476,4.110854553,2.834901479,2.471360238,11.41,5.306261717,728,451,8.996752632,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
66,18,11,5,46.28190814,395.5719382,4.111651011,2.832762861,2.469850754,11.71,5.302613614,740,402,10.09965572,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
65,18,11,6,44.30389685,350.8073612,4.112458998,2.830593289,2.468319422,12.01,5.298912712,752,398,8.226390171,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
64,18,11,7,43.24259777,308.4543073,4.113278764,2.828392088,2.466765766,12.31,5.295157854,764,451,9.270873157,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
63,18,11,8,42.96909548,269.5263753,4.114110569,2.82615856,2.465189292,12.61,5.291347852,776,436,7.099423337,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
62,18,11,9,43.31983829,234.9744739,4.11495468,2.823891988,2.463589495,12.91,5.287481483,788,359,11.0002339,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
61,18,11,10,44.13623118,205.6085196,4.115811373,2.821591632,2.461965854,13.21,5.283557486,800,489,8.222179282,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
60,18,11,11,45.28415559,182.036897,4.11668093,2.819256733,2.46031783,13.51,5.279574563,812,491,10.03883069,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
59,18,11,12,46.65928473,164.6324415,4.117563644,2.816886506,2.458644871,13.81,5.275531377,824,435,9.127105921,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
66,18,12,4,46.97549931,423.4352937,4.111487936,2.837025191,2.474571408,11.88,5.311596598,738,458,10.41460454,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
65,18,12,5,44.61988545,379.2643205,4.112293555,2.834889611,2.473076441,12.18,5.307966052,750,384,10.12330598,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
64,18,12,6,43.20658047,337.5670811,4.113110902,2.832722943,2.471559711,12.48,5.304282654,762,379,6.156560484,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
63,18,12,7,42.63294727,299.3476444,4.113940235,2.830524503,2.47002074,12.78,5.300545243,774,445,12.66925663,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
62,18,12,8,42.74233021,265.5417379,4.114781818,2.828293586,2.468459035,13.08,5.296752621,786,472,10.76355588,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
61,18,12,9,43.37127435,236.9399983,4.115635927,2.826029469,2.466874088,13.38,5.292903557,798,389,13.35586143,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
60,18,12,10,44.37585926,214.1295499,4.116502842,2.823731404,2.465265377,13.68,5.28899678,810,385,11.90575088,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
59,18,12,11,45.64131982,197.4621665,4.117382853,2.821398621,2.463632362,13.98,5.285030983,822,369,13.93747867,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
58,18,12,12,47.08181024,187.0508545,4.11827626,2.819030329,2.46197449,14.28,5.281004818,834,446,13.59204613,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
73,19,4,4,66.26248064,587.1482844,4.113168408,2.822697752,2.449743657,8.4,5.272441408,673,496,12.78548774,No,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
72,19,4,5,62.23831826,544.6327153,4.11395459,2.820545111,2.448133944,8.7,5.268679055,685,381,10.84397035,No,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
71,19,4,6,57.99202757,500.406651,4.114751771,2.818362353,2.44650171,9,5.264864063,697,430,14.40917105,No,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
70,19,4,7,53.96595452,454.4855658,4.115560185,2.81614884,2.444846477,9.3,5.260995317,709,481,14.91861867,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
69,19,4,8,50.56272628,406.9847111,4.11638007,2.813903918,2.443167758,9.6,5.257071676,721,401,10.05798759,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
68,19,4,9,48.04616841,358.1557342,4.117211672,2.811626913,2.441465048,9.9,5.253091961,733,493,7.253309851,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
67,19,4,10,46.50664885,308.4183257,4.118055244,2.809317133,2.439737828,10.2,5.249054962,745,408,12.3173938,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
66,19,4,11,45.89018152,258.378797,4.118911046,2.806973866,2.437985567,10.5,5.244959433,757,388,9.4830472,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
65,19,4,12,46.05761524,208.8273575,4.119779347,2.804596376,2.436207716,10.8,5.240804092,769,471,5.031210806,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
72,19,5,4,63.48981897,560.6266625,4.113793648,2.824683875,2.452729304,8.87,5.277413179,683,380,10.25215054,No,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
71,19,5,5,59.24956692,516.6374416,4.114588572,2.822533132,2.451131493,9.17,5.273664625,695,373,14.3431303,No,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
70,19,5,6,55.06441612,470.9761326,4.11539468,2.82035213,2.449511201,9.47,5.269863331,707,402,11.04625404,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
69,19,5,7,51.36587161,423.7695311,4.11621221,2.818140225,2.447867951,9.77,5.266008176,719,440,5.842287743,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
68,19,5,8,48.47639649,375.2830526,4.117041406,2.815896755,2.446201251,10.07,5.262098005,731,387,11.45329277,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
67,19,5,9,46.54879108,325.9512805,4.11788252,2.813621039,2.444510595,10.37,5.258131634,743,398,9.395962575,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
66,19,5,10,45.57521212,276.3948319,4.118735811,2.811312379,2.442795464,10.67,5.254107843,755,374,11.94094095,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
65,19,5,11,45.44017316,227.4154991,4.119601545,2.808970052,2.441055322,10.97,5.250025374,767,453,6.07476581,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
64,19,5,12,45.98058247,179.9642518,4.120479997,2.806593317,2.439289618,11.27,5.245882935,779,394,10.03393811,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
71,19,6,4,60.54671621,534.1034528,4.114425836,2.826692066,2.455748126,9.34,5.282440192,693,400,6.3737764,No,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
70,19,6,5,56.26288937,488.7214059,4.115229648,2.824543398,2.454162582,9.64,5.27870598,705,461,8.644396381,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
69,19,6,6,52.31406406,441.8292096,4.116044833,2.822364329,2.452554604,9.94,5.274918934,717,500,11.01791529,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
68,19,6,7,49.07346139,393.705804,4.116871634,2.820154209,2.450923714,10.24,5.271077923,729,424,5.439432183,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
67,19,6,8,46.7580158,344.8002111,4.117710301,2.81791237,2.449269416,10.54,5.267181786,741,483,12.06494033,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
66,19,6,9,45.41345065,295.7466611,4.118561092,2.815638123,2.447591205,10.84,5.263229328,753,457,14.14161617,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
65,19,6,10,44.95597606,247.3576142,4.119424271,2.813330762,2.445888557,11.14,5.259219319,765,473,8.830332179,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
64,19,6,11,45.23360366,200.5896677,4.120300111,2.810989556,2.444160936,11.44,5.255150492,777,489,6.826519654,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
